epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,75.4422,0.57988,0.42008,0.91595,0.99592,1,0.995,0.90083,0.46703,0.32135,0.85262,0.00103254,0.00103254,0.00103254
175,75.8824,0.59471,0.42327,0.91685,0.99592,1,0.995,0.90083,0.46703,0.32135,0.85262,0.00102887,0.00102887,0.00102887
176,76.3,0.53795,0.41248,0.84654,0.99606,1,0.995,0.90406,0.48754,0.32467,0.85649,0.00102521,0.00102521,0.00102521
177,76.7134,0.56159,0.47577,0.91048,0.99606,1,0.995,0.90406,0.48754,0.32467,0.85649,0.00102154,0.00102154,0.00102154
178,77.1482,0.66238,0.46588,0.95395,0.99561,1,0.995,0.90259,0.51309,0.33795,0.86523,0.00101787,0.00101787,0.00101787
179,77.5709,0.49948,0.40016,0.90857,0.99561,1,0.995,0.90259,0.51309,0.33795,0.86523,0.0010142,0.0010142,0.0010142
180,77.9884,0.51444,0.43314,0.87964,0.99301,1,0.995,0.91628,0.50167,0.34499,0.86215,0.00101054,0.00101054,0.00101054
181,78.4092,0.61194,0.4656,0.91615,0.99301,1,0.995,0.91628,0.50167,0.34499,0.86215,0.00100687,0.00100687,0.00100687
182,78.8486,0.7139,0.55674,0.99184,0.99245,1,0.995,0.89354,0.53375,0.35672,0.87574,0.0010032,0.0010032,0.0010032
183,79.2533,0.66315,0.47065,0.92811,0.99245,1,0.995,0.89354,0.53375,0.35672,0.87574,0.000999533,0.000999533,0.000999533
184,79.6782,0.58619,0.45376,0.9338,0.99371,1,0.995,0.874,0.58796,0.3653,0.89333,0.000995866,0.000995866,0.000995866
185,80.0893,0.54882,0.46007,0.93742,0.99371,1,0.995,0.874,0.58796,0.3653,0.89333,0.000992198,0.000992198,0.000992198
186,80.5009,0.61169,0.46167,0.88127,0.99457,1,0.995,0.87204,0.60102,0.36434,0.88403,0.000988531,0.000988531,0.000988531
187,80.9151,0.58688,0.41553,0.93603,0.99457,1,0.995,0.87204,0.60102,0.36434,0.88403,0.000984864,0.000984864,0.000984864
188,81.3263,0.71068,0.51267,0.9675,0.99259,1,0.995,0.87799,0.54084,0.35662,0.86501,0.000981196,0.000981196,0.000981196
189,81.7428,0.55561,0.4434,0.94022,0.99259,1,0.995,0.87799,0.54084,0.35662,0.86501,0.000977529,0.000977529,0.000977529
190,82.1562,0.60267,0.43321,0.93802,0.99432,1,0.995,0.8898,0.5127,0.34955,0.85805,0.000973861,0.000973861,0.000973861
191,82.5723,0.56727,0.44888,0.91462,0.99432,1,0.995,0.8898,0.5127,0.34955,0.85805,0.000970194,0.000970194,0.000970194
192,82.9835,0.63397,0.45406,0.91473,0.99544,1,0.995,0.88515,0.52244,0.34228,0.8673,0.000966527,0.000966527,0.000966527
193,83.38,0.59345,0.44099,0.9189,0.99544,1,0.995,0.88515,0.52244,0.34228,0.8673,0.000962859,0.000962859,0.000962859
194,83.7932,0.64786,0.46583,0.95674,0.99634,1,0.995,0.87046,0.53734,0.34385,0.88084,0.000959192,0.000959192,0.000959192
195,84.1976,0.5467,0.42278,0.90377,0.99634,1,0.995,0.87046,0.53734,0.34385,0.88084,0.000955524,0.000955524,0.000955524
196,84.6014,0.55175,0.42482,0.89825,0.99526,1,0.995,0.8934,0.52708,0.32479,0.88097,0.000951857,0.000951857,0.000951857
197,85.0132,0.57286,0.41692,0.90934,0.99526,1,0.995,0.8934,0.52708,0.32479,0.88097,0.00094819,0.00094819,0.00094819
198,85.4261,0.60316,0.47697,0.91579,0.9936,1,0.995,0.88155,0.51977,0.31321,0.87575,0.000944522,0.000944522,0.000944522
199,85.8458,0.54761,0.44605,0.92583,0.9936,1,0.995,0.88155,0.51977,0.31321,0.87575,0.000940855,0.000940855,0.000940855
200,86.252,0.65224,0.46428,0.95573,0.99408,1,0.995,0.86533,0.54531,0.31872,0.88134,0.000937187,0.000937187,0.000937187
201,86.6606,0.57196,0.50762,0.94039,0.99408,1,0.995,0.86533,0.54531,0.31872,0.88134,0.00093352,0.00093352,0.00093352
202,87.0849,0.53297,0.41798,0.92717,0.99471,1,0.995,0.87607,0.51706,0.3235,0.87406,0.000929853,0.000929853,0.000929853
203,87.4803,0.57025,0.43895,0.90343,0.99471,1,0.995,0.87607,0.51706,0.3235,0.87406,0.000926185,0.000926185,0.000926185
204,87.8931,0.51569,0.40363,0.88871,0.99512,1,0.995,0.89881,0.46614,0.30709,0.85062,0.000922518,0.000922518,0.000922518
205,88.2878,0.52279,0.39692,0.94062,0.99512,1,0.995,0.89881,0.46614,0.30709,0.85062,0.00091885,0.00091885,0.00091885
206,88.6925,0.54087,0.46305,0.94519,0.99652,1,0.995,0.90984,0.44196,0.31893,0.84734,0.000915183,0.000915183,0.000915183
207,89.098,0.62047,0.41672,0.96823,0.99652,1,0.995,0.90984,0.44196,0.31893,0.84734,0.000911516,0.000911516,0.000911516
208,89.5084,0.60995,0.50603,0.92858,0.99728,1,0.995,0.91726,0.41066,0.32062,0.83994,0.000907848,0.000907848,0.000907848
209,89.9283,0.50342,0.4109,0.8758,0.99728,1,0.995,0.91726,0.41066,0.32062,0.83994,0.000904181,0.000904181,0.000904181
210,90.3483,0.6509,0.45379,0.9303,0.9966,1,0.995,0.92368,0.42068,0.30767,0.84092,0.000900513,0.000900513,0.000900513
211,90.7563,0.48869,0.42531,0.91026,0.9966,1,0.995,0.92368,0.42068,0.30767,0.84092,0.000896846,0.000896846,0.000896846
212,91.1842,0.48155,0.38585,0.90634,0.9966,1,0.995,0.9139,0.44563,0.29188,0.84812,0.000893179,0.000893179,0.000893179
213,91.5889,0.58759,0.51466,0.93213,0.9966,1,0.995,0.9139,0.44563,0.29188,0.84812,0.000889511,0.000889511,0.000889511
214,92.0001,0.52004,0.43671,0.92465,0.99647,1,0.995,0.88055,0.51215,0.30386,0.86354,0.000885844,0.000885844,0.000885844
215,92.3964,0.58307,0.39234,0.91803,0.99647,1,0.995,0.88055,0.51215,0.30386,0.86354,0.000882176,0.000882176,0.000882176
216,92.8069,0.59812,0.48943,0.93981,0.99599,1,0.995,0.87058,0.54582,0.3207,0.87253,0.000878509,0.000878509,0.000878509
217,93.211,0.51399,0.45087,0.92369,0.99599,1,0.995,0.87058,0.54582,0.3207,0.87253,0.000874842,0.000874842,0.000874842
218,93.6345,0.53303,0.41671,0.88364,0.99506,1,0.995,0.88472,0.48094,0.29967,0.84878,0.000871174,0.000871174,0.000871174
219,94.0449,0.5958,0.48242,0.96558,0.99506,1,0.995,0.88472,0.48094,0.29967,0.84878,0.000867507,0.000867507,0.000867507
220,94.4554,0.49631,0.39358,0.92472,0.99557,1,0.995,0.91998,0.41948,0.28038,0.83387,0.000863839,0.000863839,0.000863839
221,94.8606,0.48171,0.37032,0.87775,0.99557,1,0.995,0.91998,0.41948,0.28038,0.83387,0.000860172,0.000860172,0.000860172
222,95.2834,0.55287,0.43503,0.9124,0.99523,1,0.995,0.91476,0.44618,0.29152,0.84108,0.000856505,0.000856505,0.000856505
223,95.6813,0.51234,0.38695,0.88144,0.99523,1,0.995,0.91476,0.44618,0.29152,0.84108,0.000852837,0.000852837,0.000852837
224,96.0987,0.56912,0.3964,0.88268,0.99573,1,0.995,0.91977,0.43298,0.27828,0.83935,0.00084917,0.00084917,0.00084917
225,96.5185,0.49575,0.36815,0.89949,0.99573,1,0.995,0.91977,0.43298,0.27828,0.83935,0.000845502,0.000845502,0.000845502
226,96.9409,0.53506,0.40524,0.92947,0.9959,1,0.995,0.92011,0.4063,0.2672,0.83563,0.000841835,0.000841835,0.000841835
227,97.3378,0.52962,0.3908,0.90374,0.9959,1,0.995,0.92011,0.4063,0.2672,0.83563,0.000838168,0.000838168,0.000838168
228,97.7506,0.52538,0.39905,0.88827,0.99493,1,0.995,0.90575,0.42442,0.26125,0.84578,0.0008345,0.0008345,0.0008345
229,98.1541,0.52515,0.39778,0.90206,0.99493,1,0.995,0.90575,0.42442,0.26125,0.84578,0.000830833,0.000830833,0.000830833
230,98.5643,0.5196,0.37223,0.90206,0.99422,1,0.995,0.91643,0.4349,0.26275,0.84936,0.000827165,0.000827165,0.000827165
231,98.9572,0.57217,0.40777,0.91153,0.99422,1,0.995,0.91643,0.4349,0.26275,0.84936,0.000823498,0.000823498,0.000823498
232,99.3786,0.51302,0.38131,0.90584,0.99412,1,0.995,0.92316,0.37226,0.24449,0.82533,0.000819831,0.000819831,0.000819831
233,99.7832,0.53845,0.47122,0.89778,0.99412,1,0.995,0.92316,0.37226,0.24449,0.82533,0.000816163,0.000816163,0.000816163
234,100.204,0.58545,0.42809,0.96138,0.99521,1,0.995,0.94103,0.34186,0.23652,0.8148,0.000812496,0.000812496,0.000812496
235,100.611,0.53873,0.41236,0.95099,0.99521,1,0.995,0.94103,0.34186,0.23652,0.8148,0.000808828,0.000808828,0.000808828
236,101.316,0.48844,0.40335,0.89346,0.9963,1,0.995,0.95008,0.32256,0.22618,0.80941,0.000805161,0.000805161,0.000805161
237,101.748,0.57205,0.39717,0.91031,0.9963,1,0.995,0.95008,0.32256,0.22618,0.80941,0.000801494,0.000801494,0.000801494
238,102.198,0.45196,0.35912,0.89247,0.99628,1,0.995,0.94695,0.34419,0.23899,0.82118,0.000797826,0.000797826,0.000797826
239,102.599,0.54382,0.40491,0.89446,0.99628,1,0.995,0.94695,0.34419,0.23899,0.82118,0.000794159,0.000794159,0.000794159
240,103.024,0.43506,0.35863,0.8782,0.99666,1,0.995,0.91545,0.41638,0.24841,0.86356,0.000790491,0.000790491,0.000790491
241,103.43,0.5905,0.42486,0.92168,0.99666,1,0.995,0.91545,0.41638,0.24841,0.86356,0.000786824,0.000786824,0.000786824
242,103.848,0.55707,0.36853,0.84021,0.99741,1,0.995,0.92168,0.43526,0.25486,0.86369,0.000783157,0.000783157,0.000783157
243,104.246,0.50212,0.37602,0.83862,0.99741,1,0.995,0.92168,0.43526,0.25486,0.86369,0.000779489,0.000779489,0.000779489
244,104.649,0.4496,0.36319,0.89324,0.99733,1,0.995,0.94173,0.37129,0.23875,0.82482,0.000775822,0.000775822,0.000775822
245,105.05,0.45177,0.35273,0.87117,0.99733,1,0.995,0.94173,0.37129,0.23875,0.82482,0.000772154,0.000772154,0.000772154
246,105.465,0.4695,0.36271,0.88107,0.99725,1,0.995,0.94679,0.34669,0.22974,0.81674,0.000768487,0.000768487,0.000768487
247,105.87,0.55008,0.39617,0.88859,0.99725,1,0.995,0.94679,0.34669,0.22974,0.81674,0.00076482,0.00076482,0.00076482
248,106.281,0.51675,0.38925,0.89571,0.99695,1,0.995,0.93557,0.3732,0.23648,0.82066,0.000761152,0.000761152,0.000761152
249,106.676,0.53699,0.41723,0.89637,0.99695,1,0.995,0.93557,0.3732,0.23648,0.82066,0.000757485,0.000757485,0.000757485
250,107.095,0.4953,0.37502,0.93392,0.99734,1,0.995,0.92923,0.37045,0.23243,0.81952,0.000753817,0.000753817,0.000753817
251,107.499,0.54181,0.40245,0.89049,0.99734,1,0.995,0.92923,0.37045,0.23243,0.81952,0.00075015,0.00075015,0.00075015
252,107.915,0.57601,0.43492,0.89683,0.99674,1,0.995,0.93512,0.33348,0.237,0.8105,0.000746483,0.000746483,0.000746483
253,108.326,0.62911,0.49512,0.982,0.99674,1,0.995,0.93512,0.33348,0.237,0.8105,0.000742815,0.000742815,0.000742815
254,108.754,0.48742,0.37818,0.89358,0.99612,1,0.995,0.95253,0.32052,0.23963,0.80572,0.000739148,0.000739148,0.000739148
255,109.172,0.45576,0.36308,0.88987,0.99612,1,0.995,0.95253,0.32052,0.23963,0.80572,0.00073548,0.00073548,0.00073548
256,109.604,0.4481,0.35573,0.89441,0.99627,1,0.995,0.93893,0.34121,0.24492,0.81101,0.000731813,0.000731813,0.000731813
257,110.017,0.43749,0.34628,0.83691,0.99627,1,0.995,0.93893,0.34121,0.24492,0.81101,0.000728146,0.000728146,0.000728146
258,110.447,0.46318,0.39217,0.87245,0.9973,1,0.995,0.94415,0.35123,0.24596,0.81063,0.000724478,0.000724478,0.000724478
259,110.865,0.46077,0.36249,0.89122,0.9973,1,0.995,0.94415,0.35123,0.24596,0.81063,0.000720811,0.000720811,0.000720811
260,111.282,0.46625,0.36183,0.88481,0.99724,1,0.995,0.95341,0.32996,0.24458,0.80617,0.000717143,0.000717143,0.000717143
261,111.686,0.43833,0.35706,0.88023,0.99724,1,0.995,0.95341,0.32996,0.24458,0.80617,0.000713476,0.000713476,0.000713476
262,112.112,0.50862,0.3595,0.90689,0.99713,1,0.995,0.93841,0.34494,0.24475,0.81061,0.000709809,0.000709809,0.000709809
263,112.5,0.54908,0.38895,0.89451,0.99713,1,0.995,0.93841,0.34494,0.24475,0.81061,0.000706141,0.000706141,0.000706141
264,112.93,0.49312,0.37926,0.90318,0.99716,1,0.995,0.95332,0.34176,0.23759,0.81035,0.000702474,0.000702474,0.000702474
265,113.342,0.55614,0.41616,0.9556,0.99716,1,0.995,0.95332,0.34176,0.23759,0.81035,0.000698806,0.000698806,0.000698806
266,113.76,0.4708,0.36407,0.87521,0.99708,1,0.995,0.95321,0.31733,0.23033,0.80563,0.000695139,0.000695139,0.000695139
267,114.188,0.45087,0.36158,0.84584,0.99708,1,0.995,0.95321,0.31733,0.23033,0.80563,0.000691472,0.000691472,0.000691472
268,114.603,0.44774,0.35896,0.8457,0.99707,1,0.995,0.93983,0.32775,0.24421,0.80738,0.000687804,0.000687804,0.000687804
269,115.004,0.48928,0.3571,0.87348,0.99707,1,0.995,0.93983,0.32775,0.24421,0.80738,0.000684137,0.000684137,0.000684137
270,115.418,0.4432,0.37172,0.91302,0.9971,1,0.995,0.93078,0.33307,0.24717,0.80777,0.000680469,0.000680469,0.000680469
271,115.822,0.59096,0.57696,0.98998,0.9971,1,0.995,0.93078,0.33307,0.24717,0.80777,0.000676802,0.000676802,0.000676802
272,116.225,0.52433,0.39446,0.90341,0.99656,1,0.995,0.94032,0.3044,0.24049,0.80383,0.000673135,0.000673135,0.000673135
273,116.629,0.4174,0.33787,0.89257,0.99656,1,0.995,0.94032,0.3044,0.24049,0.80383,0.000669467,0.000669467,0.000669467
274,117.043,0.43899,0.34682,0.90298,0.99486,1,0.995,0.95589,0.30003,0.2326,0.80137,0.0006658,0.0006658,0.0006658
275,117.457,0.4494,0.36594,0.87858,0.99486,1,0.995,0.95589,0.30003,0.2326,0.80137,0.000662132,0.000662132,0.000662132
276,117.89,0.52037,0.38797,0.90526,0.99463,1,0.995,0.94383,0.32372,0.23953,0.80408,0.000658465,0.000658465,0.000658465
277,118.3,0.37846,0.30335,0.84802,0.99463,1,0.995,0.94383,0.32372,0.23953,0.80408,0.000654798,0.000654798,0.000654798
278,118.705,0.47811,0.36449,0.90534,0.99425,1,0.995,0.94883,0.34577,0.25226,0.80862,0.00065113,0.00065113,0.00065113
279,119.109,0.49254,0.35341,0.90919,0.99425,1,0.995,0.94883,0.34577,0.25226,0.80862,0.000647463,0.000647463,0.000647463
280,119.52,0.38795,0.34142,0.84294,0.9932,1,0.995,0.93982,0.38632,0.24955,0.81711,0.000643795,0.000643795,0.000643795
281,119.934,0.44737,0.3598,0.88669,0.9932,1,0.995,0.93982,0.38632,0.24955,0.81711,0.000640128,0.000640128,0.000640128
282,120.345,0.42484,0.33947,0.8759,0.99257,1,0.995,0.92612,0.41683,0.25444,0.82697,0.000636461,0.000636461,0.000636461
283,120.744,0.52475,0.39001,0.89273,0.99257,1,0.995,0.92612,0.41683,0.25444,0.82697,0.000632793,0.000632793,0.000632793
284,121.16,0.48141,0.36632,0.85488,0.99355,1,0.995,0.92295,0.39564,0.24962,0.82567,0.000629126,0.000629126,0.000629126
285,121.569,0.37499,0.33395,0.86856,0.99355,1,0.995,0.92295,0.39564,0.24962,0.82567,0.000625458,0.000625458,0.000625458
286,121.983,0.53895,0.40922,0.93249,0.99478,1,0.995,0.93116,0.37151,0.24091,0.81879,0.000621791,0.000621791,0.000621791
287,122.391,0.40785,0.32069,0.87652,0.99478,1,0.995,0.93116,0.37151,0.24091,0.81879,0.000618124,0.000618124,0.000618124
288,122.81,0.52367,0.3867,0.95079,0.99567,1,0.995,0.90793,0.39771,0.24734,0.82179,0.000614456,0.000614456,0.000614456
289,123.221,0.45631,0.36211,0.83658,0.99567,1,0.995,0.90793,0.39771,0.24734,0.82179,0.000610789,0.000610789,0.000610789
290,123.647,0.36523,0.3059,0.88286,0.99598,1,0.995,0.90488,0.42448,0.25766,0.82802,0.000607121,0.000607121,0.000607121
291,124.045,0.50421,0.36088,0.87158,0.99598,1,0.995,0.90488,0.42448,0.25766,0.82802,0.000603454,0.000603454,0.000603454
292,124.469,0.4007,0.33865,0.86476,0.99673,1,0.995,0.91639,0.38063,0.24838,0.81577,0.000599787,0.000599787,0.000599787
293,124.872,0.41026,0.37944,0.88779,0.99673,1,0.995,0.91639,0.38063,0.24838,0.81577,0.000596119,0.000596119,0.000596119
294,125.286,0.42248,0.3351,0.88601,0.99703,1,0.995,0.94803,0.32173,0.22846,0.80214,0.000592452,0.000592452,0.000592452
295,125.695,0.37723,0.30775,0.84879,0.99703,1,0.995,0.94803,0.32173,0.22846,0.80214,0.000588784,0.000588784,0.000588784
296,126.117,0.46523,0.38336,0.88537,0.99724,1,0.995,0.96672,0.2819,0.2177,0.79642,0.000585117,0.000585117,0.000585117
297,126.53,0.42257,0.32824,0.85628,0.99724,1,0.995,0.96672,0.2819,0.2177,0.79642,0.00058145,0.00058145,0.00058145
298,126.954,0.38608,0.31917,0.84724,0.99732,1,0.995,0.98271,0.26703,0.21371,0.79372,0.000577782,0.000577782,0.000577782
299,127.363,0.45835,0.37939,0.85392,0.99732,1,0.995,0.98271,0.26703,0.21371,0.79372,0.000574115,0.000574115,0.000574115
300,127.794,0.42193,0.40021,0.89758,0.99705,1,0.995,0.98319,0.27913,0.21281,0.79401,0.000570447,0.000570447,0.000570447
301,128.204,0.44346,0.32508,0.91362,0.99705,1,0.995,0.98319,0.27913,0.21281,0.79401,0.00056678,0.00056678,0.00056678
302,128.629,0.381,0.31409,0.85392,0.99724,1,0.995,0.97184,0.29377,0.21577,0.79591,0.000563113,0.000563113,0.000563113
303,129.036,0.36167,0.30657,0.88031,0.99724,1,0.995,0.97184,0.29377,0.21577,0.79591,0.000559445,0.000559445,0.000559445
304,129.454,0.51588,0.37495,0.93311,0.99737,1,0.995,0.9642,0.28894,0.21479,0.79517,0.000555778,0.000555778,0.000555778
305,129.866,0.42191,0.33836,0.91185,0.99737,1,0.995,0.9642,0.28894,0.21479,0.79517,0.00055211,0.00055211,0.00055211
306,130.281,0.43161,0.31708,0.90314,0.99739,1,0.995,0.96899,0.2682,0.21376,0.79136,0.000548443,0.000548443,0.000548443
307,130.685,0.37013,0.31258,0.86774,0.99739,1,0.995,0.96899,0.2682,0.21376,0.79136,0.000544776,0.000544776,0.000544776
308,131.103,0.38083,0.32907,0.86878,0.99729,1,0.995,0.96993,0.26326,0.21025,0.7906,0.000541108,0.000541108,0.000541108
309,131.511,0.40732,0.31131,0.86326,0.99729,1,0.995,0.96993,0.26326,0.21025,0.7906,0.000537441,0.000537441,0.000537441
310,131.92,0.47609,0.35784,0.90667,0.99696,1,0.995,0.98195,0.25431,0.20379,0.78933,0.000533773,0.000533773,0.000533773
311,132.322,0.45919,0.33133,0.87339,0.99696,1,0.995,0.98195,0.25431,0.20379,0.78933,0.000530106,0.000530106,0.000530106
312,132.74,0.4019,0.33163,0.82009,0.99689,1,0.995,0.96197,0.26411,0.19711,0.79257,0.000526439,0.000526439,0.000526439
313,133.147,0.37319,0.35604,0.86732,0.99689,1,0.995,0.96197,0.26411,0.19711,0.79257,0.000522771,0.000522771,0.000522771
314,133.563,0.35975,0.30122,0.79429,0.99728,1,0.995,0.96601,0.27136,0.1997,0.79462,0.000519104,0.000519104,0.000519104
315,133.965,0.39237,0.31076,0.845,0.99728,1,0.995,0.96601,0.27136,0.1997,0.79462,0.000515436,0.000515436,0.000515436
316,134.399,0.35718,0.29545,0.83214,0.99696,1,0.995,0.96856,0.24824,0.19718,0.78931,0.000511769,0.000511769,0.000511769
317,134.815,0.36694,0.30824,0.85109,0.99696,1,0.995,0.96856,0.24824,0.19718,0.78931,0.000508102,0.000508102,0.000508102
318,135.238,0.43003,0.35083,0.89034,0.99686,1,0.995,0.97888,0.23193,0.19861,0.78493,0.000504434,0.000504434,0.000504434
319,135.642,0.36128,0.31363,0.83792,0.99686,1,0.995,0.97888,0.23193,0.19861,0.78493,0.000500767,0.000500767,0.000500767
320,136.064,0.43593,0.34551,0.90495,0.99686,1,0.995,0.97802,0.23166,0.18804,0.785,0.000497099,0.000497099,0.000497099
321,136.465,0.41205,0.33634,0.8942,0.99686,1,0.995,0.97802,0.23166,0.18804,0.785,0.000493432,0.000493432,0.000493432
322,136.888,0.37883,0.30826,0.86715,0.99706,1,0.995,0.9744,0.23313,0.19133,0.7849,0.000489765,0.000489765,0.000489765
323,137.309,0.3925,0.32315,0.88895,0.99706,1,0.995,0.9744,0.23313,0.19133,0.7849,0.000486097,0.000486097,0.000486097
324,137.725,0.36165,0.3265,0.91253,0.9969,1,0.995,0.96866,0.25743,0.19405,0.78842,0.00048243,0.00048243,0.00048243
325,138.123,0.38429,0.3319,0.89549,0.9969,1,0.995,0.96866,0.25743,0.19405,0.78842,0.000478762,0.000478762,0.000478762
326,138.548,0.42632,0.33043,0.89597,0.99692,1,0.995,0.96687,0.28063,0.19479,0.79267,0.000475095,0.000475095,0.000475095
327,138.955,0.42377,0.30969,0.90907,0.99692,1,0.995,0.96687,0.28063,0.19479,0.79267,0.000471428,0.000471428,0.000471428
328,139.376,0.45855,0.35076,0.92739,0.99671,1,0.995,0.97404,0.25775,0.18963,0.78772,0.00046776,0.00046776,0.00046776
329,139.788,0.41546,0.30524,0.88394,0.99671,1,0.995,0.97404,0.25775,0.18963,0.78772,0.000464093,0.000464093,0.000464093
330,140.2,0.33986,0.27341,0.84168,0.9963,1,0.995,0.9768,0.23958,0.18802,0.78431,0.000460425,0.000460425,0.000460425
331,140.61,0.39968,0.32983,0.90867,0.9963,1,0.995,0.9768,0.23958,0.18802,0.78431,0.000456758,0.000456758,0.000456758
332,141.035,0.41028,0.30838,0.83274,0.99615,1,0.995,0.97661,0.24995,0.19291,0.78526,0.000453091,0.000453091,0.000453091
333,141.444,0.3961,0.31372,0.85198,0.99615,1,0.995,0.97661,0.24995,0.19291,0.78526,0.000449423,0.000449423,0.000449423
334,141.86,0.41894,0.3078,0.86639,0.99633,1,0.995,0.98598,0.24601,0.18785,0.78401,0.000445756,0.000445756,0.000445756
335,142.266,0.46297,0.34288,0.89209,0.99633,1,0.995,0.98598,0.24601,0.18785,0.78401,0.000442088,0.000442088,0.000442088
336,142.679,0.38459,0.33653,0.86419,0.99659,1,0.995,0.97768,0.22861,0.17953,0.78162,0.000438421,0.000438421,0.000438421
337,143.079,0.33418,0.27154,0.85865,0.99659,1,0.995,0.97768,0.22861,0.17953,0.78162,0.000434754,0.000434754,0.000434754
338,143.498,0.37694,0.28503,0.86471,0.99677,1,0.995,0.99257,0.22277,0.1782,0.78038,0.000431086,0.000431086,0.000431086
339,143.935,0.39599,0.29232,0.82887,0.99677,1,0.995,0.99257,0.22277,0.1782,0.78038,0.000427419,0.000427419,0.000427419
340,144.376,0.38444,0.30062,0.8493,0.9967,1,0.995,0.98555,0.24236,0.17941,0.78322,0.000423751,0.000423751,0.000423751
341,144.785,0.35145,0.29128,0.8524,0.9967,1,0.995,0.98555,0.24236,0.17941,0.78322,0.000420084,0.000420084,0.000420084
342,145.204,0.35898,0.2814,0.84502,0.99672,1,0.995,0.99164,0.23893,0.1789,0.78361,0.000416417,0.000416417,0.000416417
343,145.606,0.3502,0.2806,0.83251,0.99672,1,0.995,0.99164,0.23893,0.1789,0.78361,0.000412749,0.000412749,0.000412749
344,146.019,0.37085,0.3118,0.83783,0.99677,1,0.995,0.98828,0.24082,0.17783,0.78397,0.000409082,0.000409082,0.000409082
345,146.454,0.3196,0.27166,0.8283,0.99677,1,0.995,0.98828,0.24082,0.17783,0.78397,0.000405414,0.000405414,0.000405414
346,146.872,0.3839,0.3065,0.88512,0.997,1,0.995,0.98201,0.25989,0.18531,0.78706,0.000401747,0.000401747,0.000401747
347,147.275,0.44289,0.32445,0.86375,0.997,1,0.995,0.98201,0.25989,0.18531,0.78706,0.00039808,0.00039808,0.00039808
348,147.682,0.35318,0.27955,0.87042,0.9971,1,0.995,0.98198,0.26304,0.18671,0.78807,0.000394412,0.000394412,0.000394412
349,148.093,0.39706,0.31248,0.88795,0.9971,1,0.995,0.98198,0.26304,0.18671,0.78807,0.000390745,0.000390745,0.000390745
350,148.515,0.3643,0.28541,0.86373,0.99726,1,0.995,0.98197,0.24308,0.18033,0.78485,0.000387077,0.000387077,0.000387077
351,148.924,0.37913,0.30069,0.86016,0.99726,1,0.995,0.98197,0.24308,0.18033,0.78485,0.00038341,0.00038341,0.00038341
352,149.343,0.3604,0.28584,0.82538,0.99733,1,0.995,0.98884,0.22035,0.1764,0.78215,0.000379743,0.000379743,0.000379743
353,149.751,0.36093,0.28509,0.86197,0.99733,1,0.995,0.98884,0.22035,0.1764,0.78215,0.000376075,0.000376075,0.000376075
354,150.167,0.35672,0.29453,0.84423,0.99741,1,0.995,0.98755,0.21964,0.17019,0.7818,0.000372408,0.000372408,0.000372408
355,150.579,0.31195,0.27987,0.83683,0.99741,1,0.995,0.98755,0.21964,0.17019,0.7818,0.00036874,0.00036874,0.00036874
356,151.249,0.36513,0.29915,0.88134,0.99754,1,0.995,0.98755,0.22783,0.1745,0.78379,0.000365073,0.000365073,0.000365073
357,151.652,0.33984,0.27773,0.83558,0.99754,1,0.995,0.98755,0.22783,0.1745,0.78379,0.000361406,0.000361406,0.000361406
358,152.067,0.32821,0.25777,0.85921,0.99755,1,0.995,0.983,0.2199,0.17592,0.78415,0.000357738,0.000357738,0.000357738
359,152.48,0.31756,0.28041,0.82707,0.99755,1,0.995,0.983,0.2199,0.17592,0.78415,0.000354071,0.000354071,0.000354071
360,152.915,0.37539,0.31304,0.89259,0.99749,1,0.995,0.98783,0.20979,0.17099,0.7819,0.000350403,0.000350403,0.000350403
361,153.336,0.38502,0.30495,0.90257,0.99749,1,0.995,0.98783,0.20979,0.17099,0.7819,0.000346736,0.000346736,0.000346736
362,153.751,0.31649,0.2797,0.84892,0.99743,1,0.995,0.98485,0.21438,0.17445,0.78061,0.000343069,0.000343069,0.000343069
363,154.167,0.33738,0.29397,0.88638,0.99743,1,0.995,0.98485,0.21438,0.17445,0.78061,0.000339401,0.000339401,0.000339401
364,154.591,0.30553,0.26521,0.8711,0.99754,1,0.995,0.98086,0.22113,0.17388,0.77951,0.000335734,0.000335734,0.000335734
365,155.011,0.33582,0.28031,0.82891,0.99754,1,0.995,0.98086,0.22113,0.17388,0.77951,0.000332066,0.000332066,0.000332066
366,155.448,0.43947,0.31157,0.86242,0.99744,1,0.995,0.98077,0.21511,0.17028,0.77897,0.000328399,0.000328399,0.000328399
367,155.846,0.36307,0.30087,0.83376,0.99744,1,0.995,0.98077,0.21511,0.17028,0.77897,0.000324732,0.000324732,0.000324732
368,156.261,0.44392,0.33831,0.88173,0.99735,1,0.995,0.98111,0.21069,0.17101,0.77901,0.000321064,0.000321064,0.000321064
369,156.666,0.36241,0.29095,0.85005,0.99735,1,0.995,0.98111,0.21069,0.17101,0.77901,0.000317397,0.000317397,0.000317397
370,157.085,0.35089,0.29436,0.84868,0.99687,1,0.995,0.97993,0.22477,0.17027,0.78174,0.000313729,0.000313729,0.000313729
