epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,157.504,0.39116,0.30333,0.8623,0.99687,1,0.995,0.97993,0.22477,0.17027,0.78174,0.000310062,0.000310062,0.000310062
372,157.916,0.35117,0.27614,0.8309,0.99668,1,0.995,0.9867,0.24079,0.17168,0.78395,0.000306395,0.000306395,0.000306395
373,158.326,0.40341,0.33059,0.88244,0.99668,1,0.995,0.9867,0.24079,0.17168,0.78395,0.000302727,0.000302727,0.000302727
374,158.756,0.4337,0.30663,0.85197,0.99683,1,0.995,0.98709,0.23256,0.16606,0.78233,0.00029906,0.00029906,0.00029906
375,159.168,0.37659,0.29265,0.88756,0.99683,1,0.995,0.98709,0.23256,0.16606,0.78233,0.000295392,0.000295392,0.000295392
376,159.585,0.37189,0.31985,0.84824,0.99699,1,0.995,0.98651,0.21567,0.15541,0.78019,0.000291725,0.000291725,0.000291725
377,160.009,0.33304,0.27072,0.92603,0.99699,1,0.995,0.98651,0.21567,0.15541,0.78019,0.000288058,0.000288058,0.000288058
378,160.441,0.27901,0.24889,0.82763,0.99717,1,0.995,0.98872,0.21314,0.1577,0.77989,0.00028439,0.00028439,0.00028439
379,160.867,0.33687,0.28436,0.85886,0.99717,1,0.995,0.98872,0.21314,0.1577,0.77989,0.000280723,0.000280723,0.000280723
380,161.306,0.36617,0.3008,0.84061,0.99728,1,0.995,0.995,0.22351,0.16308,0.78234,0.000277055,0.000277055,0.000277055
381,161.735,0.34686,0.27722,0.87493,0.99728,1,0.995,0.995,0.22351,0.16308,0.78234,0.000273388,0.000273388,0.000273388
382,162.17,0.39235,0.30266,0.85638,0.99727,1,0.995,0.9904,0.22698,0.16134,0.78412,0.000269721,0.000269721,0.000269721
383,162.606,0.37534,0.30807,0.87437,0.99727,1,0.995,0.9904,0.22698,0.16134,0.78412,0.000266053,0.000266053,0.000266053
384,163.051,0.39376,0.31411,0.8414,0.99732,1,0.995,0.98291,0.20789,0.15643,0.78088,0.000262386,0.000262386,0.000262386
385,163.474,0.3455,0.294,0.85899,0.99732,1,0.995,0.98291,0.20789,0.15643,0.78088,0.000258718,0.000258718,0.000258718
386,163.898,0.34948,0.29062,0.85248,0.99748,1,0.995,0.99167,0.20125,0.1574,0.7782,0.000255051,0.000255051,0.000255051
387,164.295,0.30616,0.26964,0.85408,0.99748,1,0.995,0.99167,0.20125,0.1574,0.7782,0.000251384,0.000251384,0.000251384
388,164.715,0.30958,0.26677,0.86493,0.99747,1,0.995,0.9821,0.20976,0.16169,0.77823,0.000247716,0.000247716,0.000247716
389,165.126,0.29486,0.25258,0.84534,0.99747,1,0.995,0.9821,0.20976,0.16169,0.77823,0.000244049,0.000244049,0.000244049
390,165.537,0.35486,0.30056,0.83875,0.99738,1,0.995,0.98222,0.21173,0.15811,0.77817,0.000240381,0.000240381,0.000240381
391,165.949,0.31559,0.29238,0.84143,0.99738,1,0.995,0.98222,0.21173,0.15811,0.77817,0.000236714,0.000236714,0.000236714
392,166.372,0.36428,0.30492,0.87171,0.99738,1,0.995,0.99132,0.20294,0.15268,0.7776,0.000233047,0.000233047,0.000233047
393,166.773,0.34404,0.28463,0.85551,0.99738,1,0.995,0.99132,0.20294,0.15268,0.7776,0.000229379,0.000229379,0.000229379
394,167.191,0.32409,0.24808,0.82503,0.99723,1,0.995,0.99201,0.193,0.15076,0.77688,0.000225712,0.000225712,0.000225712
395,167.598,0.38455,0.32646,0.88501,0.99723,1,0.995,0.99201,0.193,0.15076,0.77688,0.000222044,0.000222044,0.000222044
396,168.024,0.36813,0.30178,0.87772,0.99707,1,0.995,0.995,0.19578,0.15128,0.77782,0.000218377,0.000218377,0.000218377
397,168.437,0.33232,0.2468,0.84573,0.99707,1,0.995,0.995,0.19578,0.15128,0.77782,0.00021471,0.00021471,0.00021471
398,168.853,0.34473,0.27815,0.8644,0.99706,1,0.995,0.995,0.19866,0.15131,0.77831,0.000211042,0.000211042,0.000211042
399,169.274,0.32994,0.26935,0.85272,0.99706,1,0.995,0.995,0.19866,0.15131,0.77831,0.000207375,0.000207375,0.000207375
400,169.706,0.29705,0.26063,0.82855,0.99723,1,0.995,0.995,0.18725,0.15037,0.77679,0.000203707,0.000203707,0.000203707
401,170.115,0.28985,0.26807,0.88121,0.99723,1,0.995,0.995,0.18725,0.15037,0.77679,0.00020004,0.00020004,0.00020004
402,170.549,0.30833,0.2556,0.87009,0.99744,1,0.995,0.995,0.1716,0.14295,0.77468,0.000196373,0.000196373,0.000196373
403,170.966,0.33989,0.28908,0.83302,0.99744,1,0.995,0.995,0.1716,0.14295,0.77468,0.000192705,0.000192705,0.000192705
404,171.402,0.28703,0.23156,0.85119,0.99753,1,0.995,0.995,0.16618,0.14401,0.7738,0.000189038,0.000189038,0.000189038
405,171.821,0.32508,0.2829,0.86256,0.99753,1,0.995,0.995,0.16618,0.14401,0.7738,0.00018537,0.00018537,0.00018537
406,172.246,0.32057,0.27533,0.88236,0.99746,1,0.995,0.995,0.17207,0.14102,0.77402,0.000181703,0.000181703,0.000181703
407,172.667,0.33167,0.26685,0.86944,0.99746,1,0.995,0.995,0.17207,0.14102,0.77402,0.000178036,0.000178036,0.000178036
408,173.13,0.35133,0.27363,0.8423,0.99745,1,0.995,0.995,0.17518,0.14005,0.77413,0.000174368,0.000174368,0.000174368
409,173.567,0.36382,0.30057,0.84581,0.99745,1,0.995,0.995,0.17518,0.14005,0.77413,0.000170701,0.000170701,0.000170701
410,173.986,0.32857,0.26281,0.84929,0.99751,1,0.995,0.995,0.17135,0.13505,0.77398,0.000167033,0.000167033,0.000167033
411,174.391,0.32748,0.2852,0.83273,0.99751,1,0.995,0.995,0.17135,0.13505,0.77398,0.000163366,0.000163366,0.000163366
412,174.815,0.30936,0.24903,0.84927,0.99752,1,0.995,0.995,0.16625,0.13868,0.77463,0.000159699,0.000159699,0.000159699
413,175.231,0.31963,0.27573,0.87427,0.99752,1,0.995,0.995,0.16625,0.13868,0.77463,0.000156031,0.000156031,0.000156031
414,175.648,0.29997,0.26408,0.82804,0.99754,1,0.995,0.995,0.17135,0.13809,0.77547,0.000152364,0.000152364,0.000152364
415,176.066,0.30935,0.27893,0.83031,0.99754,1,0.995,0.995,0.17135,0.13809,0.77547,0.000148696,0.000148696,0.000148696
416,176.478,0.31758,0.26598,0.82855,0.99753,1,0.995,0.995,0.17899,0.14124,0.77666,0.000145029,0.000145029,0.000145029
417,176.894,0.2745,0.23559,0.83723,0.99753,1,0.995,0.995,0.17899,0.14124,0.77666,0.000141362,0.000141362,0.000141362
418,177.315,0.27815,0.248,0.83445,0.99745,1,0.995,0.995,0.18086,0.14312,0.77631,0.000137694,0.000137694,0.000137694
419,177.718,0.32566,0.28286,0.83262,0.99745,1,0.995,0.995,0.18086,0.14312,0.77631,0.000134027,0.000134027,0.000134027
420,178.16,0.36895,0.32455,0.86294,0.99735,1,0.995,0.995,0.1779,0.13794,0.77567,0.000130359,0.000130359,0.000130359
421,178.569,0.34802,0.2768,0.85637,0.99735,1,0.995,0.995,0.1779,0.13794,0.77567,0.000126692,0.000126692,0.000126692
422,178.994,0.31494,0.24984,0.83496,0.99728,1,0.995,0.99177,0.17527,0.13741,0.77501,0.000123025,0.000123025,0.000123025
423,179.394,0.30478,0.26544,0.80486,0.99728,1,0.995,0.99177,0.17527,0.13741,0.77501,0.000119357,0.000119357,0.000119357
424,179.821,0.27248,0.25429,0.86543,0.99725,1,0.995,0.99144,0.17336,0.13769,0.77418,0.00011569,0.00011569,0.00011569
425,180.222,0.26344,0.23902,0.83107,0.99725,1,0.995,0.99144,0.17336,0.13769,0.77418,0.000112022,0.000112022,0.000112022
426,180.637,0.36221,0.2695,0.87881,0.9972,1,0.995,0.99122,0.17008,0.13846,0.77409,0.000108355,0.000108355,0.000108355
427,181.044,0.29918,0.27257,0.85969,0.9972,1,0.995,0.99122,0.17008,0.13846,0.77409,0.000104688,0.000104688,0.000104688
428,181.449,0.28697,0.25888,0.84127,0.99714,1,0.995,0.9911,0.1663,0.13625,0.77395,0.00010102,0.00010102,0.00010102
429,181.854,0.31331,0.27666,0.86936,0.99714,1,0.995,0.9911,0.1663,0.13625,0.77395,9.73528e-05,9.73528e-05,9.73528e-05
430,182.273,0.31504,0.27484,0.84657,0.99717,1,0.995,0.995,0.16112,0.13233,0.77358,9.36854e-05,9.36854e-05,9.36854e-05
431,182.679,0.28681,0.26462,0.86422,0.99717,1,0.995,0.995,0.16112,0.13233,0.77358,9.0018e-05,9.0018e-05,9.0018e-05
432,183.105,0.29183,0.25328,0.84529,0.99718,1,0.995,0.995,0.15435,0.13202,0.77322,8.63506e-05,8.63506e-05,8.63506e-05
433,183.531,0.27108,0.23689,0.80328,0.99718,1,0.995,0.995,0.15435,0.13202,0.77322,8.26832e-05,8.26832e-05,8.26832e-05
434,183.96,0.32429,0.26638,0.83369,0.99717,1,0.995,0.995,0.1506,0.131,0.77295,7.90158e-05,7.90158e-05,7.90158e-05
435,184.371,0.27458,0.25654,0.80928,0.99717,1,0.995,0.995,0.1506,0.131,0.77295,7.53484e-05,7.53484e-05,7.53484e-05
436,184.794,0.29845,0.27285,0.84888,0.99711,1,0.995,0.995,0.14774,0.12673,0.7728,7.1681e-05,7.1681e-05,7.1681e-05
437,185.206,0.26016,0.25135,0.83809,0.99711,1,0.995,0.995,0.14774,0.12673,0.7728,6.80136e-05,6.80136e-05,6.80136e-05
438,185.635,0.33403,0.27448,0.84134,0.99727,1,0.995,0.995,0.14636,0.12689,0.77255,6.43462e-05,6.43462e-05,6.43462e-05
439,186.058,0.26724,0.26027,0.82514,0.99727,1,0.995,0.995,0.14636,0.12689,0.77255,6.06788e-05,6.06788e-05,6.06788e-05
440,186.487,0.28868,0.23852,0.8454,0.99732,1,0.995,0.995,0.14534,0.12549,0.77262,5.70114e-05,5.70114e-05,5.70114e-05
441,192.649,0.30406,0.29392,0.81443,0.99732,1,0.995,0.995,0.14534,0.12549,0.77262,5.3344e-05,5.3344e-05,5.3344e-05
442,193.133,0.34238,0.34351,0.88733,0.99735,1,0.995,0.995,0.14656,0.12544,0.77218,4.96766e-05,4.96766e-05,4.96766e-05
443,193.63,0.35196,0.33721,0.91058,0.99735,1,0.995,0.995,0.14656,0.12544,0.77218,4.60092e-05,4.60092e-05,4.60092e-05
444,194.059,0.27581,0.27927,0.80398,0.99738,1,0.995,0.995,0.1486,0.1237,0.77199,4.23418e-05,4.23418e-05,4.23418e-05
445,194.471,0.22272,0.25351,0.77418,0.99738,1,0.995,0.995,0.1486,0.1237,0.77199,3.86744e-05,3.86744e-05,3.86744e-05
446,194.9,0.39126,0.31656,0.87451,0.99739,1,0.995,0.995,0.15014,0.12619,0.7719,3.5007e-05,3.5007e-05,3.5007e-05
447,195.311,0.30786,0.289,0.84945,0.99739,1,0.995,0.995,0.15014,0.12619,0.7719,3.13396e-05,3.13396e-05,3.13396e-05
448,195.73,0.24265,0.25846,0.83094,0.99732,1,0.995,0.995,0.15029,0.1232,0.77158,2.76722e-05,2.76722e-05,2.76722e-05
449,196.15,0.24198,0.24379,0.79524,0.99732,1,0.995,0.995,0.15029,0.1232,0.77158,2.40048e-05,2.40048e-05,2.40048e-05
450,196.565,0.24606,0.24218,0.79179,0.99727,1,0.995,0.995,0.15211,0.12346,0.77169,2.03374e-05,2.03374e-05,2.03374e-05
